document_id,sent_id,paragraph_no,position_in_paragraph,score_bert,score_tfidf,score_bm25,rank_bert,rank_tfidf,rank_bm25,keyword_count,cardinal_count,date_count,event_count,fac_count,gpe_count,language_count,law_count,loc_count,money_count,norp_count,ordinal_count,org_count,percent_count,person_count,product_count,quantity_count,time_count,work_of_art_count
2,7,2,0,0.8831026554107666,8.782494029814824,7.642161456793547,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,2,1,0.9502921104431152,24.981808822026828,20.521765802047774,5,8,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,2,2,0.9242345690727234,27.933322732332293,24.84746151956575,10,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,10,2,3,0.9354001879692078,25.70416026256007,20.73320834809222,9,7,8,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,11,2,4,0.945245087146759,31.80775806313048,28.706848404264022,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3,0,0,0,0.9447882771492004,22.552424190726526,20.874050717465625,3,15,14,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,1,1,0,0.952041745185852,35.948771264896465,32.24688131491192,1,9,7,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,2,1,1,0.9376763105392456,43.901307459342924,34.30619075998063,4,4,6,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3,3,1,2,0.915083110332489,36.665996491305606,29.322340556201382,9,8,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,2,0,0.9154365062713623,38.32182345324753,28.280936690994945,8,7,11,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,3,0,0.886367678642273,40.88245713284371,34.76553835232849,16,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,3,1,0.9569635391235352,76.65674396701039,60.40289280028746,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
3,7,3,2,0.9129811525344849,27.04541054844477,22.174715623273965,11,12,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,8,3,3,0.9182066917419434,51.70672171602704,40.44036037799476,7,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,9,3,4,0.8928893804550171,7.925910071269229,6.664096565223492,15,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,3,5,0.9464037418365479,49.57881490646557,40.355627240990295,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3,11,3,6,0.9107447862625122,25.99558291978109,19.62255139728601,13,13,15,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,12,4,0,0.8947286605834961,15.065010876528127,14.156518747925215,14,17,17,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,13,4,1,0.9366351962089539,42.25704622420451,38.128018878090586,5,5,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,14,4,2,0.9130059480667114,46.46876603004987,35.57591766721689,10,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,4,3,0.8753633499145508,24.331457800654814,21.150287851090834,17,14,13,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,16,4,4,0.912529706954956,32.9194285138733,31.78735769135104,12,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,17,4,5,0.921837568283081,31.331430306713166,30.125512272727107,6,11,9,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
3,18,4,6,0.8444013595581055,19.39175786698782,15.816264650610863,18,16,16,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
4,0,0,0,0.9560754299163818,43.12761915545169,33.03240308416436,0,4,4,6,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
4,1,1,0,0.940248966217041,28.35678838982731,26.704603087470066,4,8,7,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
4,2,1,1,0.9222034215927124,31.232474195149248,24.02230894316243,7,7,8,2,1,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0
4,3,1,2,0.9171090126037598,15.252553181934086,12.840620256714391,9,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2,0,0.9502254128456116,37.21963124734148,29.97444091323442,1,6,6,1,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
4,5,2,1,0.9177498817443848,16.864003548615806,15.936641877011066,8,10,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,6,2,2,0.9309899806976318,57.55979978010983,43.66052925337486,5,1,2,3,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0
4,7,2,3,0.9470793008804321,37.56576954311451,32.2185837417432,2,5,5,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4,8,2,4,0.8823159337043762,51.044930591034216,46.893958129372145,11,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4,9,2,5,0.9288567304611206,76.8098340227664,66.38002471255471,6,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0
4,10,2,6,0.8968939781188965,20.225122927247273,20.605854662842674,10,9,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,11,2,7,0.9431508183479309,44.14383316492343,34.60319688027746,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
5,0,0,0,0.9499667882919312,24.900045948795043,22.060670080660643,0,6,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0.8948549032211304,22.110726714469962,20.42809296449204,8,7,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,1,1,0.9089925289154053,35.89032118911078,31.115252251603117,5,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,3,1,2,0.8972508907318115,26.396795794815255,25.12225457639189,6,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,2,0,0.8962828516960144,9.19484308364311,9.237296625650252,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,2,1,0.9428884983062744,46.86078152941983,42.66817847443431,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,6,2,2,0.9414376020431519,31.396652039236677,30.350381666957627,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,2,3,0.9166039228439331,37.26173950457347,35.43658375186524,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
5,8,2,4,0.9289020895957947,29.874056014759763,27.584777617582333,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0.939360499382019,27.88644285362449,21.88961952810528,1,5,8,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0.9199426174163818,22.876878703877725,19.80231787106387,6,9,9,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,2,1,1,0.9131031632423401,25.926768451406133,23.53158587194068,7,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,1,2,0.8818496465682983,21.9653236838496,19.057546323467523,12,10,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,4,1,3,0.9380713701248169,35.85746203035471,28.17995811047809,2,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6,5,1,4,0.9066288471221924,32.07643378467377,27.694305286750105,9,3,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6,6,1,5,0.8961400389671326,19.41956709024297,18.428158794084105,10,12,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1,6,0.9332440495491028,29.788121110587838,27.134241629803924,4,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,8,2,0,0.9284640550613403,27.839011843446457,23.48412418472966,5,6,6,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,9,3,0,0.9128965139389038,21.504500047679628,18.239672021073375,8,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,3,1,0.9349373579025269,38.957756165510204,37.235759269168966,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,11,3,2,0.883660614490509,25.560400014474165,22.365639970602256,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12,3,3,0.940511167049408,37.37431221137529,33.90470005557295,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,13,3,4,0.8309173583984375,9.899313240600952,9.901697496462262,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0.9315723180770874,32.92298010884403,27.644492912023573,4,5,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,1,1,0,0.9533596634864807,29.934057359078913,23.333836830836724,2,6,7,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,1,0.9243836402893066,18.56071665401296,16.073799867353877,7,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,2,0.9103256464004517,13.30886408496829,11.945531573875995,10,12,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7,4,2,0,0.959252119064331,49.09685541607033,40.66206901126322,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5,2,1,0.9287098050117493,9.347852982962515,7.898955937456877,5,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,2,2,0.9277112483978271,33.011927454144974,25.803767040419576,6,4,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
7,7,2,3,0.9423218965530396,42.14631284175988,33.21564059128095,3,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,8,2,4,0.8956101536750793,26.882485640971495,24.655742735565074,12,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,2,5,0.9227853417396545,29.61240249630492,23.04953583259664,8,7,8,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0
7,10,2,6,0.9155408143997192,41.24333425773027,34.33659191495624,9,2,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
7,11,2,7,0.8842542767524719,14.177124322350593,11.611419481223125,13,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,2,8,0.874421238899231,14.150996740029528,12.087175658665995,14,11,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,13,2,9,0.9574056267738342,36.883686788960524,30.346532169841403,1,3,3,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
7,14,2,10,0.8966407775878906,13.26298218839014,12.801196826842508,11,13,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8,0,0,0,0.9388773441314697,30.028601531299177,22.906193273098886,3,4,5,2,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
8,1,1,0,0.9244004487991333,40.68285964437615,30.25360051951697,4,2,2,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
8,2,1,1,0.8633742332458496,22.172358473648387,22.384828981051406,10,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1,2,0.9418066740036011,20.0891867259665,16.81042408119822,1,10,10,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,4,2,0,0.9202558994293213,25.391453521213027,21.78445957131545,5,7,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,5,2,1,0.9104127287864685,56.626332649998616,46.264252910374466,7,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,6,3,0,0.9032864570617676,23.169821028879372,21.512112157652908,8,8,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,3,1,0.9570210576057434,31.43415867017262,23.35080722245252,0,3,4,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8,8,3,2,0.9126672148704529,28.594377950431316,21.484698926435954,6,5,9,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8,9,3,3,0.940345287322998,64.3484003586349,53.689083764087385,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
8,10,3,4,0.8813276886940002,25.96081645753043,23.828963488216864,9,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8,11,3,5,0.7855103611946106,15.590773764608562,13.963496096897044,11,11,11,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9,0,0,0,0.954069972038269,37.902603233200196,30.823899766828756,1,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,0,0.9130122661590576,24.839499634369638,23.592787718964683,8,8,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,2,1,1,0.9077831506729126,14.125323117195746,13.580523694660656,9,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,1,2,0.9303245544433594,35.032845663153935,30.776418868239116,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
9,4,1,3,0.9470798969268799,53.213501505328324,46.237535309007775,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,5,2,0,0.9559522867202759,35.433568911800165,33.93800540716307,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,6,2,1,0.9396436214447021,31.90874205005063,28.60372038020254,3,4,4,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
9,7,2,2,0.9295273423194885,25.708874698234972,21.737944365136748,6,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,2,3,0.9134793281555176,25.63937089265002,24.64399093871957,7,7,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,9,2,4,0.9303466081619263,29.575990313162762,24.086250390219696,4,5,6,4,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
10,0,0,0,0.9420387744903564,30.294706250649337,24.943966245276673,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,1,1,0,0.9062431454658508,27.192442323248393,26.28963686113422,5,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,2,1,1,0.8874281048774719,23.96193228309337,21.578340586249496,7,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,1,2,0.932403028011322,27.246035845820153,24.252861566659814,3,2,3,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
10,4,1,3,0.9516834020614624,23.188443327360794,21.318872737797598,0,6,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10,5,2,0,0.8415408134460449,8.181474718242242,8.158391730354344,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2,1,0.9347957372665405,21.904663011674916,17.224523743383877,2,7,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,7,2,2,0.8920602798461914,20.350490498338605,19.26551889440237,6,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,2,3,0.8648504018783569,23.286016513627644,20.40569155575387,9,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,9,2,4,0.8679238557815552,4.417716585032455,4.682908942259879,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,10,2,5,0.9158918261528015,28.18415811265738,26.363390908262808,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,0,0,0,0.9253957271575928,26.565775989998965,19.070127134695415,6,9,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11,1,1,0,0.8975897431373596,23.804335122704465,23.181558867071754,10,10,9,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,2,1,1,0.9501551389694214,45.10632821369284,37.87282569373494,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,3,1,2,0.9094371199607849,22.25785860646238,19.597681101254437,8,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,1,3,0.9055178165435791,31.46027797826576,30.175055338552973,9,7,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,2,0,0.9404420256614685,39.39175251538252,29.652390482218568,3,4,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,2,1,0.9236842393875122,55.96035329578878,45.81429002981375,7,0,0,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
11,7,2,2,0.9453480243682861,39.390365209576785,29.144956459480685,2,5,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,8,2,3,0.9392634630203247,41.179708760983104,36.05680796882577,4,2,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
11,9,2,4,0.8479542136192322,10.818562366249573,10.242588152262663,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,10,2,5,0.827475368976593,9.492148664017208,9.974975271343048,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,2,6,0.9318122863769531,38.72651911824643,36.476571054917024,5,6,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
11,12,2,7,0.8718705773353577,28.50735317267307,24.604652016468364,11,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,13,2,8,0.9676074981689453,41.08593422469703,34.87698551955474,0,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,0,0,0.9347600340843201,57.95881086588658,42.93193958909581,7,0,1,6,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
12,1,1,0,0.8828346729278564,22.250585209876245,20.869502586920788,13,12,11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,2,1,1,0.9264848232269287,29.611393555936516,26.288494846736608,10,9,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,3,1,2,0.8983845710754395,29.42660641272481,26.739060561786445,12,10,8,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
12,4,1,3,0.9524546265602112,35.823692153096694,26.049592868993297,1,7,10,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12,5,2,0,0.9518197774887085,38.603964519770955,28.95102186862748,2,3,7,3,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12,6,2,1,0.9526243209838867,33.332552354762925,30.63024519902229,0,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,7,2,2,0.9468246698379517,22.814473110007754,20.441413220200364,5,11,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,8,2,3,0.9226679801940918,36.49282860774328,30.31070302923305,11,5,4,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
12,9,2,4,0.9503276348114014,36.3405919337291,30.2247170593053,3,6,5,3,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0
12,10,2,5,0.9454146027565002,57.708325376911915,48.76132822847052,6,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
12,11,2,6,0.927257776260376,39.845240322621336,31.80925681720341,8,2,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12,12,2,7,0.9472407102584839,37.411593898251155,29.017571898654683,4,4,6,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
12,13,2,8,0.9272493124008179,9.221311004088165,7.776958769990603,9,13,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
